cost_center,ccs,address,city,latitude,longitude,franchise,franchise_brand,display_brand,op_status,division_name,tactic_division_name,distance,country,url,services
6002040,0,584 MAIN STREET,SHEDIAC,46.2245300,-64.5140940,0,,Couche-Tard,OPEN,quebec,quebec,437.7752447120758,CA,/store-locator/CA/shediac/584-main-street/6002040,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002027,0,211 MAIN STREET,SACKVILLE,45.9078100,-64.3727700,0,,Couche-Tard,OPEN,quebec,quebec,445.08327031513,CA,/store-locator/CA/sackville/211-main-street/6002027,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002071,0,5477 PROSPECT ROAD,NEW MINAS,45.0569400,-64.4705690,0,,Couche-Tard,OPEN,quebec,quebec,447.1981531051959,CA,/store-locator/CA/new-minas/5477-prospect-road/6002071,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002134,0,9319 COMMERCIAL STREET,NEW MINAS,45.0701200,-64.4419180,0,,Couche-Tard,OPEN,quebec,quebec,448.429758291811,CA,/store-locator/CA/new-minas/9319-commercial-street/6002134,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002039,0,2660 CHEMIN ACADIE,CAP PELE,46.2152940,-64.2698180,0,,Couche-Tard,OPEN,quebec,quebec,449.3822712972842,CA,/store-locator/CA/cap-pele/2660-chemin-acadie/6002039,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002047,0,170 AULAC ROAD,AULAC,45.8700370,-64.2794220,0,,Couche-Tard,OPEN,quebec,quebec,449.7102345228597,CA,/store-locator/CA/aulac/170-aulac-road/6002047,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002070,0,10095 HWY 1,GREENWICH,45.0837970,-64.3999310,0,,Couche-Tard,OPEN,quebec,quebec,450.3062042307102,CA,/store-locator/CA/greenwich/10095-hwy-1/6002070,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'fresh_food_fast', 'display_name': 'Fresh Food Fast', 'icon': 'food'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002073,0,169 BRISTOL AVENUE,LIVERPOOL,44.0456430,-64.7221380,0,,Couche-Tard,OPEN,quebec,quebec,452.7366329873573,CA,/store-locator/CA/liverpool/169-bristol-avenue/6002073,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002048,0,213 SOUTH ALBION STREET,AMHERST,45.8119850,-64.2031640,0,,Couche-Tard,OPEN,quebec,quebec,453.63517268544496,CA,/store-locator/CA/amherst/213-south-albion-street/6002048,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6000934,0,519 BOUL. R.LEVESQUE O. CP 248,CHANDLER,48.3474400,-64.7004810,0,,Couche-Tard,OPEN,quebec,quebec,454.141029891899,CA,/store-locator/CA/chandler/519-boul-r-levesque-o-cp-248/6000934,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'pastries', 'display_name': 'Pastries', 'icon': 'pastries'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002051,0,2742 HIGHWAY 325,WILEVILLE,44.3718570,-64.5379110,0,,Couche-Tard,OPEN,quebec,quebec,454.84456393448335,CA,/store-locator/CA/wileville/2742-highway-325/6002051,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'fresh_food_fast', 'display_name': 'Fresh Food Fast', 'icon': 'food'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002050,0,463 NORTH STREET,BRIDGEWATER,44.3916630,-64.5274710,0,,Couche-Tard,OPEN,quebec,quebec,454.97138265479464,CA,/store-locator/CA/bridgewater/463-north-street/6002050,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6000962,0,646 BOUL. LAURE,SEPT-ILES,50.2163200,-66.3789130,0,,Couche-Tard,OPEN,quebec,quebec,456.71666318353874,CA,/store-locator/CA/sept-iles/646-boul-laure/6000962,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6000963,0,1114 BOUL. LAURE,SEPT-ILES,50.2310680,-66.3928160,0,,Couche-Tard,OPEN,quebec,quebec,456.94639532121676,CA,/store-locator/CA/sept-iles/1114-boul-laure/6000963,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6000959,0,2121 BOUL. LAURE,SEPT-ILES,50.2724800,-66.4156920,0,,Couche-Tard,OPEN,quebec,quebec,458.10518909869853,CA,/store-locator/CA/sept-iles/2121-boul-laure/6000959,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'pastries', 'display_name': 'Pastries', 'icon': 'pastries'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002072,0,33 EDGEWATER STREET,MAHONE BAY,44.4498600,-64.3806750,0,,Couche-Tard,OPEN,quebec,quebec,461.0233563044053,CA,/store-locator/CA/mahone-bay/33-edgewater-street/6002072,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002087,0,2113 HWY 1,FALMOUTH,44.9943580,-64.1482490,0,,Couche-Tard,OPEN,quebec,quebec,463.7051318128295,CA,/store-locator/CA/falmouth/2113-hwy-1/6002087,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002049,0,150 VICTORIA STREET,LUNENBURG,44.3763000,-64.3254750,0,,Couche-Tard,OPEN,quebec,quebec,465.10160980133304,CA,/store-locator/CA/lunenburg/150-victoria-street/6002049,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002086,0,4164 ROUTE 1,GARLANDS CROSSING,44.9744380,-64.1103490,0,,Couche-Tard,OPEN,quebec,quebec,465.8176590247366,CA,/store-locator/CA/garlands-crossing/4164-route-1/6002086,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002082,0,4602 UPPER MAIN STREET,OXFORD,45.7256600,-63.8793910,0,,Couche-Tard,OPEN,quebec,quebec,469.69964582053314,CA,/store-locator/CA/oxford/4602-upper-main-street/6002082,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002118,0,82 NORTH DRIVE,SUMMERSIDE,46.4250800,-63.8110440,0,,Couche-Tard,OPEN,quebec,quebec,471.1615247780037,CA,/store-locator/CA/summerside/82-north-drive/6002118,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002125,0,96 WATER STREET,SUMMERSIDE,46.3901700,-63.7824400,0,,Couche-Tard,OPEN,quebec,quebec,472.48720544190917,CA,/store-locator/CA/summerside/96-water-street/6002125,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6000933,0,31 YORK EST CP 2241,GASPE,48.8232050,-64.4778810,0,,Couche-Tard,OPEN,quebec,quebec,474.832123588203,CA,/store-locator/CA/gaspe/31-york-est-cp-2241/6000933,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002053,0,5210 ROUTE 333,TANTALLON,44.6881160,-63.8800630,0,,Couche-Tard,OPEN,quebec,quebec,481.2993566256912,CA,/store-locator/CA/tantallon/5210-route-333/6002053,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'fresh_food_fast', 'display_name': 'Fresh Food Fast', 'icon': 'food'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002058,0,31 ROUTE 1,MOUNT UNIACKE,44.8456150,-63.8014240,0,,Couche-Tard,OPEN,quebec,quebec,482.69718850656653,CA,/store-locator/CA/mount-uniacke/31-route-1/6002058,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002065,0,2200 HAMMONDS PLAINS RD.,HAMMONDS PLAIN,44.7349660,-63.7915230,0,,Couche-Tard,OPEN,quebec,quebec,484.87005555480397,CA,/store-locator/CA/hammonds-plain/2200-hammonds-plains-rd/6002065,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002067,0,857 SACKVILLE DR,LOWER SACKVILLE,44.7763670,-63.6951380,0,,Couche-Tard,OPEN,quebec,quebec,488.92757214382885,CA,/store-locator/CA/lower-sackville/857-sackville-dr/6002067,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002137,0,30 GARY MARTIN DR,BEDFORD,44.7258200,-63.7025850,0,,Couche-Tard,OPEN,quebec,quebec,489.3552510150548,CA,/store-locator/CA/bedford/30-gary-martin-dr/6002137,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002520,0,220 COBEQUID ROAD,LOWER SACKVILLE,44.7603030,-63.6599360,0,,Couche-Tard,OPEN,quebec,quebec,490.89436825343336,CA,/store-locator/CA/lower-sackville/220-cobequid-road/6002520,"[{'name': 'car_wash', 'display_name': 'Car Wash', 'icon': 'car_wash'}, {'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002064,0,122 KEARNY LAKE ROAD,HALIFAX,44.6837120,-63.6745890,0,,Couche-Tard,OPEN,quebec,quebec,491.39875640822675,CA,/store-locator/CA/halifax/122-kearny-lake-road/6002064,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002061,0,15 FAIRFAX DRIVE,HALIFAX,44.6611560,-63.6721080,0,,Couche-Tard,OPEN,quebec,quebec,491.88927596530345,CA,/store-locator/CA/halifax/15-fairfax-drive/6002061,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002059,0,1075 ST MARGARETS BAY ROAD,BEECHVILLE,44.6362800,-63.6777040,0,,Couche-Tard,OPEN,quebec,quebec,492.02893751536965,CA,/store-locator/CA/beechville/1075-st-margarets-bay-road/6002059,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002060,0,389 BEDFORD HWY,HALIFAX,44.6836170,-63.6605730,0,,Couche-Tard,OPEN,quebec,quebec,492.08443428874773,CA,/store-locator/CA/halifax/389-bedford-hwy/6002060,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002513,0,280 LACEWOOD DR.,H.R.M. (HALIFAX),44.6620060,-63.6568150,0,,Couche-Tard,OPEN,quebec,quebec,492.62175618566033,CA,/store-locator/CA/h-r-m-halifax/280-lacewood-dr/6002513,"[{'name': 'car_wash', 'display_name': 'Car Wash', 'icon': 'car_wash'}, {'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002062,0,599 PROSPECT ROAD,HALIFAX,44.6079030,-63.6727760,0,,Couche-Tard,OPEN,quebec,quebec,492.7472966239869,CA,/store-locator/CA/halifax/599-prospect-road/6002062,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002117,0,19782 MALPEQUE ROAD,HUNTER RIVER,46.3555340,-63.3493730,0,,Couche-Tard,OPEN,quebec,quebec,492.9737384189196,CA,/store-locator/CA/hunter-river/19782-malpeque-road/6002117,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002056,0,2599 ROCKY LAKE ROAD,WAVERLEY,44.7854270,-63.5979840,0,,Couche-Tard,OPEN,quebec,quebec,493.52938527755384,CA,/store-locator/CA/waverley/2599-rocky-lake-road/6002056,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
6002079,0,6757 HWY # 2,ENFIELD,44.9275170,-63.5370650,0,,Couche-Tard,OPEN,quebec,quebec,494.4126092762254,CA,/store-locator/CA/enfield/6757-hwy-2/6002079,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}, {'name': 'fresh_food_fast', 'display_name': 'Fresh Food Fast', 'icon': 'food'}, {'name': 'hotdog', 'display_name': 'Hotdog', 'icon': 'hotdog'}]"
6002066,0,626 WINDMILL ROAD,DARTMOUTH,44.6982460,-63.6041990,0,,Couche-Tard,OPEN,quebec,quebec,494.59902770893564,CA,/store-locator/CA/dartmouth/626-windmill-road/6002066,"[{'name': 'gas', 'display_name': 'Gas', 'icon': 'gas'}, {'name': 'diesel', 'display_name': 'Diesel', 'icon': 'diesel'}, {'name': 'public_restrooms', 'display_name': 'Public Restrooms', 'icon': 'public_restrooms'}, {'name': 'coffee', 'display_name': 'Coffee', 'icon': 'coffee'}, {'name': 'froster', 'display_name': 'Froster', 'icon': 'froster'}, {'name': 'sloche', 'display_name': 'Sloche', 'icon': 'sloche'}]"
